Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,eFG,REB,AST,STL,BLK,ast_tov
Rashaun Agee,33.0,27.5,13.3,4.8,8.4,57.0,0.1,0.4,23.1,3.6,5.3,68.0,57.738095238095234,9.9,1.6,0.9,0.8,0.7272727272727273
Daniel Rivera,33.0,31.6,13.3,5.6,11.1,50.3,0.1,0.8,10.7,2.0,4.3,46.9,50.9009009009009,8.1,2.2,1.0,2.2,1.2222222222222223
Troy Hupstead,26.0,25.8,13.3,4.7,10.8,43.8,0.8,2.5,32.8,3.0,4.3,69.6,47.22222222222223,8.5,1.1,0.6,0.6,0.5
Toneari Lane,31.0,31.3,13.3,4.6,12.5,36.6,2.8,8.2,33.7,1.3,1.6,82.0,48.0,2.5,0.8,0.3,0.3,2.0
Bowen Born,31.0,27.5,13.3,4.3,11.4,37.6,1.7,5.5,32.0,2.9,3.3,88.3,45.175438596491226,2.5,1.8,1.0,0.0,1.5
Alex Karaban,39.0,31.4,13.3,4.9,9.9,49.5,2.1,5.5,37.9,1.4,1.6,88.5,60.1010101010101,5.1,1.5,0.9,0.8,1.875
Skyy Clark,29.0,31.9,13.2,4.4,10.6,41.2,1.6,4.6,35.3,2.9,3.7,77.6,49.05660377358491,3.1,3.0,1.0,0.1,1.0
Alex Williams,25.0,26.9,13.2,4.6,10.4,43.8,2.4,5.9,39.9,1.8,2.3,75.9,55.769230769230774,4.8,1.0,0.7,0.0,0.5882352941176471
Jeremiah Gambrell,30.0,27.1,13.2,4.4,9.7,44.9,2.5,5.9,42.6,2.0,2.5,80.0,58.24742268041238,2.4,0.8,1.1,0.2,1.0
Elijah Buchanan,22.0,31.4,13.2,5.0,13.3,37.9,1.1,4.3,25.5,2.0,3.2,64.3,41.72932330827067,5.8,1.8,1.5,0.5,1.125
Carlos Marshall Jr.,31.0,24.3,13.2,4.7,9.8,48.2,2.0,4.6,42.4,1.8,2.3,77.5,58.16326530612245,4.4,1.7,0.8,0.0,0.8947368421052632
Alvaro Cardenas,31.0,35.5,13.2,5.0,10.9,45.7,1.5,3.8,38.5,1.8,2.2,80.9,52.752293577981646,3.3,5.5,0.9,0.1,2.619047619047619
De'Shayne Montgomery,32.0,27.8,13.2,4.9,9.1,53.8,0.9,2.1,41.2,2.6,3.6,72.8,58.7912087912088,3.5,2.0,1.7,0.7,0.7142857142857143
Parker Bjorklund,33.0,24.9,13.2,5.0,10.7,47.2,1.1,3.5,31.6,2.1,2.8,73.1,51.86915887850467,4.6,1.2,0.8,0.2,1.0
Cooper Schwieger,31.0,29.9,13.2,5.1,10.2,50.2,1.1,2.9,36.3,1.9,2.5,78.9,55.392156862745104,5.4,1.0,0.4,0.9,0.625
Garry Clark,33.0,26.8,13.2,5.5,10.4,53.2,0.5,1.7,26.3,1.7,2.6,64.4,55.28846153846154,8.1,1.0,1.1,0.5,0.6666666666666666
Justin Winston,25.0,25.7,13.2,4.6,11.5,39.9,1.1,3.6,30.3,2.9,3.3,86.7,44.78260869565217,5.3,0.7,1.1,0.5,0.2692307692307692
Parsa Fallah,25.0,27.6,13.2,5.7,10.0,57.0,0.1,0.7,17.6,1.7,2.5,66.7,57.49999999999999,6.0,1.6,0.6,0.3,0.5714285714285715
Connor Kochera,32.0,29.3,13.2,4.8,9.8,49.2,1.6,4.3,36.2,2.0,2.5,77.8,57.14285714285714,4.3,0.9,1.0,0.0,0.8181818181818181
AJ McGinnis,32.0,30.0,13.2,4.8,10.3,46.1,2.4,6.1,39.7,1.3,1.5,83.3,58.252427184466015,2.3,0.9,0.5,0.2,0.6923076923076923
Lynn Kidd,33.0,23.2,13.2,5.4,8.0,66.8,0.0,0.0,0.0,2.4,2.9,84.2,67.5,6.5,1.1,0.5,0.4,0.8461538461538461
Donovan Ivory,24.0,31.7,13.1,4.1,9.9,41.4,1.9,4.6,40.9,3.1,3.5,89.2,51.010101010101,4.4,1.8,1.4,0.4,1.2
Kamdyn Curfman,33.0,33.4,13.1,4.3,12.3,34.9,2.7,8.3,32.8,1.8,2.1,86.8,45.9349593495935,2.3,2.6,0.9,0.0,1.1818181818181817
William Kyle,35.0,27.7,13.1,5.6,8.9,62.3,0.0,0.0,0.0,2.0,3.4,58.0,62.92134831460674,6.6,1.7,0.3,1.6,1.2142857142857144
Cobe Williams,31.0,31.4,13.1,4.2,10.7,39.5,1.8,5.5,33.3,2.8,3.7,75.7,47.66355140186917,3.4,3.6,2.1,0.2,1.2413793103448276
Donovan Gregory,33.0,28.6,13.1,4.6,9.5,47.9,0.4,0.9,45.2,3.5,4.5,78.9,50.526315789473685,4.4,3.1,1.1,0.7,1.823529411764706
Joel Scott,36.0,28.3,13.1,4.7,8.3,56.9,0.3,1.3,25.0,3.4,5.0,67.2,58.43373493975904,6.1,1.4,0.8,0.9,1.5555555555555554
Wooga Poplar,29.0,31.2,13.1,4.6,10.8,42.6,2.1,5.6,38.5,1.8,2.0,86.4,52.3148148148148,4.8,2.1,0.8,0.3,1.105263157894737
Jordan Jones,31.0,29.4,13.1,4.6,10.5,44.0,1.2,3.4,34.0,2.7,3.6,74.8,49.52380952380951,3.5,3.6,1.8,0.2,1.6363636363636362
DJ Burns,32.0,28.8,13.1,4.7,9.0,51.7,1.0,3.0,32.3,2.8,3.3,84.0,57.777777777777786,11.0,2.5,1.0,0.7,1.6666666666666667
Terrence Hargrove Jr.,33.0,30.2,13.1,4.4,8.4,51.8,1.4,3.5,40.9,2.9,3.7,79.3,60.71428571428572,5.5,0.7,0.6,0.6,0.5
Terry Anderson,33.0,28.3,13.1,4.4,8.9,49.5,0.9,2.9,30.2,3.3,4.5,74.3,54.49438202247191,6.5,2.7,1.2,0.7,1.35
Alijah Martin,34.0,30.6,13.1,4.5,10.9,41.4,2.1,6.1,33.8,1.9,2.6,75.0,50.917431192660544,5.9,1.6,1.6,0.3,1.142857142857143
Brandon Walker,35.0,19.6,13.1,5.3,9.5,56.3,0.4,1.2,31.0,2.0,3.5,57.9,57.89473684210527,4.0,1.1,0.5,0.2,0.6111111111111112
Jack Gohlke,36.0,31.5,13.1,3.9,10.3,37.9,3.8,10.1,37.6,1.4,1.8,78.5,56.310679611650485,4.1,1.1,0.7,0.1,1.8333333333333335
Noah Thomasson,37.0,28.4,13.1,4.8,11.7,40.9,2.2,6.3,34.5,1.3,2.2,59.8,50.42735042735044,2.8,1.6,0.7,0.1,2.0
Quinton Morton-Robertson,36.0,29.4,13.0,4.1,9.7,42.0,2.9,7.2,40.4,1.9,2.3,86.4,57.216494845360835,2.8,2.3,1.3,0.0,2.0909090909090904
Kasean Pryor,32.0,26.3,13.0,4.1,9.1,44.7,1.2,3.3,35.2,3.7,4.6,81.5,51.64835164835164,7.9,1.8,1.2,0.7,1.0588235294117647
Brandon Angel,30.0,31.4,13.0,4.5,8.0,56.7,1.1,2.5,44.7,2.8,3.4,81.6,63.125,4.7,1.7,0.6,0.3,1.0
Rafael Pinzon,33.0,27.2,13.0,5.0,12.1,41.1,1.7,4.8,35.4,1.4,1.8,76.3,48.34710743801653,3.1,1.7,0.8,0.3,1.0625
Donovan Clingan,35.0,22.6,13.0,5.3,8.3,63.9,0.1,0.2,25.0,2.3,4.0,58.3,64.4578313253012,7.4,1.5,0.5,2.5,1.875
Kintavious Dozier,36.0,26.4,13.0,4.5,10.0,44.6,1.0,3.2,32.2,3.0,4.0,76.2,50.0,3.0,1.0,1.0,0.2,0.625
Devon Barnes,35.0,27.7,13.0,3.9,9.0,43.2,1.6,4.0,39.7,3.6,4.2,85.7,52.22222222222223,2.0,2.2,1.3,0.1,2.0
Amarri Tice,34.0,27.6,12.9,4.4,9.2,47.3,1.1,3.3,35.1,3.1,3.9,78.4,53.80434782608696,6.9,0.9,1.8,1.0,0.5
Jamal Shead,37.0,31.1,12.9,4.8,11.7,40.9,1.2,3.8,30.9,2.2,2.8,77.9,46.15384615384615,3.7,6.3,2.2,0.5,3.15
Oumar Ballo,36.0,25.9,12.9,5.1,7.8,65.8,0.0,0.0,0.0,2.6,5.3,49.5,65.38461538461539,10.1,0.8,0.9,1.3,0.5714285714285715
Dan Skillings Jr.,36.0,27.9,12.9,4.8,11.4,42.1,1.1,3.9,28.4,2.2,3.3,66.9,46.92982456140351,6.4,1.6,0.9,0.7,0.9411764705882354
Lue Williams,35.0,33.5,12.9,4.7,10.5,45.4,1.1,3.4,31.1,2.4,3.1,76.1,50.0,4.4,1.3,1.3,0.3,0.9285714285714287
DaJuan Gordon,33.0,30.7,12.9,4.3,9.4,45.8,1.2,3.7,31.4,3.2,4.2,75.4,52.127659574468076,8.2,2.5,1.8,0.3,0.8333333333333334
Brandon Huntley-Hatfield,32.0,30.8,12.9,4.9,8.7,56.7,0.3,0.7,42.9,2.8,4.2,67.2,58.045977011494266,8.4,1.0,0.6,0.8,0.5882352941176471
Josiah Davis,31.0,30.5,12.9,5.1,10.1,50.3,0.3,1.2,25.0,2.5,4.0,62.1,51.98019801980198,4.6,2.3,0.7,0.1,0.9583333333333333
DJ Burns Jr.,41.0,24.8,12.9,5.6,10.6,53.1,0.0,0.1,20.0,1.6,2.4,68.0,52.83018867924528,4.0,2.9,0.4,0.6,1.5263157894736843
Latrell Jossell,30.0,27.5,12.9,3.9,9.5,40.6,1.7,4.6,37.4,3.4,4.1,83.1,50.0,2.0,2.3,1.6,0.2,1.0
Jordan Mason,29.0,31.0,12.9,4.6,12.0,38.5,0.6,2.1,29.5,3.0,3.8,79.3,40.83333333333333,3.6,2.8,1.3,0.3,1.1666666666666667
Jaemyn Brakefield,32.0,29.2,12.9,4.2,8.8,47.7,1.2,3.3,36.2,3.3,4.3,76.5,54.54545454545454,4.9,2.4,0.8,0.5,1.4999999999999998
Andrew Morgan,32.0,23.3,12.9,4.6,8.3,55.6,0.4,1.0,36.4,3.3,4.6,70.3,57.831325301204814,5.0,1.0,0.3,0.3,0.5
Dylan Andrews,32.0,35.2,12.9,4.8,12.1,39.5,1.5,4.5,32.4,1.8,2.3,80.8,45.86776859504132,2.2,3.7,0.8,0.1,1.9473684210526319
Chase Hunter,36.0,32.8,12.9,4.4,10.5,42.4,1.3,4.2,31.1,2.7,3.1,85.0,48.0952380952381,2.6,3.2,0.7,0.3,1.777777777777778
Grant Huffman,32.0,34.0,12.8,4.9,10.8,45.3,0.6,2.1,26.9,2.5,3.5,72.3,48.148148148148145,5.1,5.3,1.4,0.3,2.5238095238095237
Zach Anderson,32.0,31.8,12.8,4.7,9.8,48.2,1.6,3.5,45.9,1.8,2.6,69.0,56.12244897959183,5.1,1.9,0.7,0.5,1.0555555555555556
Jackson Shelstad,32.0,32.6,12.8,4.9,10.9,45.0,1.5,4.4,34.5,1.5,1.8,85.7,51.8348623853211,2.8,2.8,0.7,0.2,1.7499999999999998
Rahsool Diggins,31.0,30.7,12.8,4.4,10.8,40.2,2.4,6.6,36.8,1.7,2.3,75.7,51.85185185185185,2.4,2.2,1.1,0.3,1.4666666666666668
Reyne Smith,35.0,25.9,12.8,3.8,9.3,41.0,3.2,8.1,39.4,2.0,2.4,85.5,58.06451612903226,2.1,1.7,0.5,0.1,2.428571428571429
Anthony Pritchard,29.0,33.0,12.8,5.0,11.0,45.1,0.5,2.0,26.3,2.4,3.2,74.2,47.72727272727273,5.1,4.7,1.7,0.1,1.620689655172414
Josh Banks,34.0,28.7,12.8,3.9,9.2,41.9,2.0,5.1,39.5,3.1,3.6,85.5,53.2608695652174,3.4,1.1,0.7,0.3,0.8461538461538461
Dontrez Styles,32.0,33.5,12.8,4.3,10.1,43.0,1.5,4.2,36.8,2.6,3.3,77.6,50.0,5.8,0.8,0.6,0.7,0.5333333333333333
Igor Milicic Jr.,31.0,32.2,12.8,4.2,8.6,48.7,1.8,4.8,37.6,2.6,3.2,81.8,59.30232558139535,8.5,1.7,0.7,1.1,0.85
Gabe McGlothan,34.0,33.0,12.8,4.2,8.8,47.7,1.4,3.6,39.8,3.0,3.9,76.7,55.68181818181818,7.3,1.1,1.3,0.9,0.6875
TreVon Spillers,34.0,29.0,12.8,5.5,9.1,60.4,0.0,0.0,0.0,1.9,2.7,68.5,60.439560439560445,8.9,0.4,0.7,1.3,0.5
Donovan Clay,33.0,33.0,12.8,4.6,10.5,44.2,0.8,2.6,32.6,2.7,3.9,68.8,47.61904761904761,5.9,2.4,0.7,0.9,1.2
Taryn Todd,37.0,25.8,12.8,4.9,11.6,42.0,1.3,3.9,33.8,1.7,2.4,71.9,47.844827586206904,3.4,2.4,1.0,0.5,1.263157894736842
Mika Adams-Woods,32.0,32.0,12.8,4.4,9.7,46.0,1.5,3.5,43.2,2.4,2.9,83.7,53.09278350515465,2.5,3.7,1.0,0.2,2.3125
Isaiah Adams,26.0,32.8,12.8,5.0,12.6,39.9,1.3,5.7,22.8,1.4,2.0,70.6,44.84126984126984,4.0,3.7,1.0,0.4,1.15625
Collin Holloway,30.0,29.2,12.8,4.2,8.4,50.4,0.7,2.0,33.9,3.6,4.8,75.2,54.166666666666664,4.3,1.4,0.6,0.9,1.0
Sai Witt,34.0,21.4,12.8,4.4,8.2,53.6,0.0,0.0,0.0,3.9,6.3,62.3,53.658536585365866,5.6,0.7,0.6,0.4,0.4117647058823529
Christian Brown,28.0,25.2,12.8,3.9,8.9,44.4,1.6,4.4,36.3,3.3,4.1,80.7,52.80898876404494,3.4,0.7,1.1,0.3,0.43749999999999994
Pelle Larsson,36.0,30.0,12.8,4.5,8.7,51.9,1.3,3.0,42.6,2.4,3.2,75.0,59.19540229885059,4.1,3.7,0.9,0.2,1.9473684210526319
Tae Williams,36.0,28.7,12.8,5.5,11.2,49.0,0.2,0.8,23.3,1.6,3.5,44.1,50.0,6.0,1.9,1.3,0.3,0.95
Keylan Boone,27.0,31.3,12.7,4.5,10.7,41.9,2.0,5.8,35.0,1.7,2.4,73.4,51.40186915887851,6.8,1.4,0.8,1.1,1.2727272727272725
O'Mar Stanley,33.0,26.4,12.7,4.6,8.6,53.7,0.5,1.5,31.3,3.1,4.0,75.9,56.395348837209305,6.6,1.5,0.7,1.2,0.8333333333333333
Matt Allocco,29.0,33.6,12.7,4.3,8.6,50.8,1.6,3.8,42.7,2.4,2.7,90.9,59.302325581395344,2.9,3.3,0.7,0.1,2.5384615384615383
Abdoulaye Thiam,36.0,27.6,12.7,4.3,9.9,43.3,1.7,4.6,36.1,2.4,2.9,83.0,52.020202020202014,3.4,0.9,0.6,0.0,0.6
Julien Soumaoro,31.0,28.7,12.7,4.2,10.3,40.3,2.0,5.7,35.8,2.4,3.3,70.9,50.48543689320388,2.3,2.6,1.1,0.0,1.2380952380952381
Tyrell Jones,32.0,31.7,12.7,3.7,9.1,40.3,1.4,4.2,34.3,3.9,5.1,77.8,48.35164835164836,3.8,2.0,1.5,0.1,0.9523809523809523
Ryan Langborg,32.0,33.3,12.7,4.5,10.2,44.0,2.3,5.3,42.1,1.5,1.9,77.4,55.392156862745104,3.0,2.5,1.3,0.2,2.7777777777777777
Reed Bailey,32.0,28.3,12.7,4.0,9.5,42.4,0.4,1.9,21.7,4.2,5.3,80.4,44.21052631578948,5.8,1.4,0.7,0.3,0.8749999999999999
John Christofilis,28.0,29.5,12.7,4.6,11.1,41.7,2.3,5.8,39.8,1.1,1.5,73.8,51.80180180180181,2.3,0.5,0.5,0.0,0.4166666666666667
Malik Hall,35.0,28.6,12.7,4.7,9.0,52.5,0.6,1.7,32.8,2.6,3.6,72.8,55.55555555555556,5.7,1.9,0.5,0.3,1.3571428571428572
Xzayvier Brown,35.0,30.9,12.7,4.3,9.3,46.0,2.0,4.9,40.4,2.1,2.7,79.6,56.98924731182795,4.0,3.3,1.8,0.1,1.736842105263158
Caleb Robinson,32.0,24.3,12.7,4.5,10.5,43.3,0.4,1.5,25.0,3.2,5.5,58.2,44.761904761904766,6.6,1.3,0.9,0.6,0.8125
Tyran Cook,32.0,28.5,12.7,5.0,12.1,41.0,1.1,3.3,34.0,1.6,2.3,68.0,45.86776859504132,2.8,2.4,0.6,0.1,0.96
Eric Acker,26.0,33.4,12.7,4.9,12.6,38.7,1.1,3.8,28.3,1.8,2.7,66.2,43.25396825396825,3.7,3.8,0.6,0.1,1.1515151515151516
Russell Jones Jr.,31.0,31.3,12.6,4.5,10.1,44.1,2.6,6.3,41.2,1.2,1.5,76.6,57.42574257425742,2.2,1.4,1.0,0.0,2.0
Brandon Davis,32.0,29.9,12.6,3.9,9.6,41.0,2.2,5.8,37.3,2.6,3.4,76.9,52.083333333333336,3.3,2.1,1.1,0.1,1.4000000000000001
Justin Hohn,34.0,27.2,12.6,4.6,10.1,44.9,1.8,4.8,37.7,1.7,2.5,67.4,54.45544554455446,2.9,1.5,0.9,0.0,1.0714285714285714
Davion Bailey,26.0,32.8,12.6,4.5,10.2,44.0,2.5,5.9,42.5,1.1,1.3,82.9,56.372549019607845,3.7,1.5,1.0,0.1,1.5
Demond Robinson,31.0,27.4,12.6,5.2,9.8,52.5,0.9,2.9,32.6,1.4,2.2,62.7,57.6530612244898,7.4,0.9,1.1,0.9,0.75
Kellen Tynes,31.0,34.8,12.6,4.7,11.5,41.4,0.5,2.3,23.9,2.6,3.8,68.4,43.04347826086957,3.6,3.6,2.3,0.4,1.565217391304348
Blake Lampman,28.0,34.5,12.6,4.0,10.6,37.8,3.1,8.5,36.3,1.5,1.7,91.5,52.358490566037744,3.2,3.0,1.1,0.7,1.875
Chris Payton Jr.,28.0,27.0,12.6,4.4,9.0,49.0,0.3,0.8,38.1,3.5,5.2,67.8,50.555555555555564,7.4,1.5,0.9,1.1,0.7894736842105263
Desmond Watson,33.0,31.4,12.6,4.3,10.6,40.7,1.8,4.6,38.6,2.2,3.3,64.5,49.05660377358491,4.6,2.5,1.0,0.2,1.3888888888888888
Ryan Nembhard,35.0,35.8,12.6,4.7,10.6,44.5,1.0,3.1,32.1,2.2,2.9,75.2,49.05660377358491,4.0,6.9,1.2,0.0,3.0000000000000004
Ginika Ojiako,30.0,27.4,12.6,5.3,8.4,63.7,0.0,0.0,0.0,1.9,3.3,59.2,63.095238095238095,10.6,0.9,0.8,1.0,0.5625
Emanuel Sharp,37.0,28.3,12.6,3.6,9.8,37.3,2.2,6.0,36.8,3.1,3.6,85.1,47.95918367346938,3.5,0.9,1.5,0.1,0.8181818181818181
Casey Jones,32.0,26.6,12.6,3.5,7.0,50.7,0.7,1.9,34.4,4.9,6.8,71.2,55.00000000000001,4.4,1.8,1.0,0.5,0.8181818181818181
Brett Thompson,32.0,31.1,12.6,4.2,9.9,42.0,1.5,4.7,32.0,2.8,3.5,80.2,50.0,2.8,4.1,1.1,0.1,2.05
K.J. Adams Jr.,34.0,33.4,12.6,5.2,8.7,60.1,0.0,0.1,0.0,2.1,3.5,60.0,59.77011494252874,4.6,3.1,1.1,0.6,1.7222222222222223
Barrington Hargress,34.0,31.6,12.6,4.8,11.6,41.1,0.9,3.0,31.1,2.1,3.1,67.3,45.258620689655174,3.1,4.5,1.3,0.1,3.2142857142857144
Max Brooks,31.0,26.5,12.6,5.2,8.4,62.1,0.0,0.1,0.0,2.1,3.3,65.3,61.904761904761905,7.3,1.6,0.8,2.1,0.9411764705882354
Mike James,32.0,33.3,12.6,3.8,9.5,39.6,1.1,3.3,34.0,3.9,4.8,81.8,45.78947368421053,5.0,1.5,0.6,0.2,0.8333333333333333
Quincy Anderson,32.0,27.0,12.6,4.4,9.6,45.9,1.8,4.6,39.5,1.9,2.7,72.9,55.20833333333335,4.4,1.1,1.0,0.2,1.0
Jaylen Wells,34.0,29.2,12.6,4.1,9.4,43.6,2.1,4.9,41.7,2.3,2.9,81.4,54.78723404255318,4.6,1.2,0.5,0.2,1.7142857142857144
Philip Alston,29.0,24.3,12.6,4.5,9.9,45.1,0.6,2.3,25.0,3.0,4.7,63.5,48.48484848484848,4.6,0.8,0.6,0.7,0.4
Jordan O'Neal,30.0,29.2,12.5,5.1,8.4,60.6,0.2,0.6,36.8,2.2,3.3,65.7,61.9047619047619,6.0,1.1,0.6,1.4,0.7333333333333334
Isiah Gaiter,32.0,30.6,12.5,4.6,9.9,45.9,0.9,2.5,37.5,2.5,3.1,80.6,51.010101010101,3.3,1.8,1.0,0.2,1.0
Erik Pratt,34.0,27.4,12.5,4.4,10.8,41.0,2.1,5.7,36.1,1.6,2.1,80.0,50.46296296296296,3.3,2.2,0.5,0.3,1.6923076923076923
JaCobi Wood,32.0,36.3,12.5,4.2,9.3,45.0,1.6,4.3,37.4,2.5,3.0,82.5,53.76344086021505,4.0,4.1,1.2,0.1,2.05
Max Zegarowski,30.0,34.7,12.5,4.3,10.4,41.8,2.0,5.7,34.5,1.9,2.4,77.8,50.96153846153846,4.8,1.8,0.4,0.3,1.3846153846153846
Neal Quinn,33.0,27.6,12.5,5.4,10.2,53.0,0.2,0.4,35.7,1.5,2.1,72.9,53.92156862745099,5.4,3.9,0.5,1.3,2.2941176470588234
Chris Manon,29.0,22.2,12.5,4.9,8.6,56.4,0.8,2.3,33.8,2.0,2.8,71.2,61.62790697674419,4.0,3.0,2.2,0.6,1.4285714285714286
Vukasin Masic,32.0,32.5,12.5,4.5,9.5,46.9,1.6,4.0,40.3,1.9,2.5,76.2,55.78947368421052,4.2,2.9,0.7,0.0,1.45
Quinn Denker,32.0,33.0,12.5,4.5,11.4,39.3,1.5,4.4,34.0,2.0,2.4,84.4,46.05263157894737,3.3,3.7,0.6,0.1,1.7619047619047619
Josiah Hammons,30.0,29.4,12.5,3.6,9.7,37.2,2.7,7.6,35.5,2.6,3.1,82.8,51.03092783505156,3.3,1.2,0.8,0.2,0.8571428571428572
Braeden Smith,35.0,30.3,12.5,4.2,10.8,39.3,1.5,4.8,31.1,2.5,3.2,78.6,45.83333333333333,5.5,5.6,1.9,0.1,2.4347826086956523
Reed Sheppard,33.0,28.9,12.5,4.3,8.0,53.6,2.3,4.4,52.1,1.6,2.0,83.1,68.12499999999999,4.1,4.5,2.5,0.7,2.25
Chase LoweW&,33.0,26.8,12.5,4.4,8.4,52.5,0.0,0.0,100.0,3.6,5.5,66.3,52.38095238095239,7.3,3.2,1.0,0.2,1.6
Terrance Williams,31.0,33.3,12.4,4.0,9.3,43.3,1.7,4.2,39.7,2.7,3.5,76.1,52.150537634408586,4.5,1.5,0.6,0.4,1.3636363636363635
Noa Gonsalves,31.0,35.5,12.4,4.4,9.7,45.3,2.1,5.5,38.4,1.5,1.9,78.3,56.18556701030929,3.0,1.5,1.1,0.1,0.8823529411764706
Maximus Edwards,31.0,28.0,12.4,4.5,10.6,42.7,1.7,4.8,35.8,1.7,1.9,86.7,50.471698113207545,6.6,1.2,0.7,0.4,0.5454545454545454
Justin Moore,31.0,28.6,12.4,4.5,11.6,38.6,1.1,3.4,31.1,2.4,3.2,75.5,43.53448275862069,3.6,3.5,1.1,0.2,1.5217391304347827
Jaylin Williams,34.0,24.1,12.4,4.5,7.8,57.4,1.0,2.5,39.5,2.5,3.0,83.2,64.1025641025641,4.4,1.9,0.7,0.7,1.727272727272727
